drone-tracking,V_DRONE_050,/V_DRONE_050/tyolov8/detections_proposed-20240326.csv
videoset,camera,time series
drone-tracking,cam0_video/cam0_video,/V_DRONE_050/tyolov8/detections_proposed-20240326.csv
