videosets,camera,experiments,use tensorrt,confidence
leusderheide_20230705,visual_halfres/CPFS7_0359,proposed,False,0.23
leusderheide_20230705,visual_halfres/CPFS7_0360,proposed,False,0.23
leusderheide_20230705,visual_halfres/CPFS7_0361,proposed,False,0.23
leusderheide_20230705,visual_halfres/CPFS7_0362,proposed,False,0.23
leusderheide_20230705,visual_halfres/CPFS7_0369,proposed,False,0.23
leusderheide_20230706,visual_halfres/CPFS7_0295,proposed,False,0.23
leusderheide_20230706,visual_halfres/CPFS7_0296,proposed,False,0.23
leusderheide_20230706,visual_halfres/CPFS7_0297,proposed,False,0.23
leusderheide_20230706,visual_halfres/CPFS7_0298,proposed,False,0.23
leusderheide_20230706,visual_halfres/CPFS7_0299,proposed,False,0.23
leusderheide_20230706,visual_halfres/CPFS7_0300,proposed,False,0.23
leusderheide_20230706,visual_halfres/CPFS7_0301,proposed,False,0.23
leusderheide_20230706,visual_halfres/CPFS7_0302,proposed,False,0.23
leusderheide_20230706,visual_halfres/CPFS7_0303,proposed,False,0.23
leusderheide_20230706,visual_halfres/CPFS7_0304,proposed,False,0.23
leusderheide_20230706,visual_halfres/CPFS7_0305,proposed,False,0.23
leusderheide_20230706,visual_halfres/CPFS7_0306,proposed,False,0.23
leusderheide_20230706,visual_halfres/CPFS7_0307,proposed,False,0.23
leusderheide_20230706,visual_halfres/CPFS7_0308,proposed,False,0.23
leusderheide_20230706,visual_halfres/CPFS7_0309,proposed,False,0.23
leusderheide_20230706,visual_halfres/CPFS7_0310,proposed,False,0.23
leusderheide_20230706,visual_halfres/CPFS7_0311,proposed,False,0.23
leusderheide_20230706,visual_halfres/CPFS7_0312,proposed,False,0.23
