,recall,precision
0,0.9491945477075588,0.4362691466083151
1,0.9491945477075588,0.4362691466083151
2,0.9491945477075588,0.4362691466083151
3,0.9491945477075588,0.4362691466083151
4,0.9491945477075588,0.4362691466083151
5,0.9491945477075588,0.4362691466083151
6,0.9399008674101611,0.4711854284861153
7,0.9337050805452293,0.4996794871794872
8,0.9275092936802974,0.5252971137521223
9,0.9219330855018587,0.5447125621007807
10,0.9175960346964065,0.5638455827765405
11,0.9163568773234201,0.5871844660194174
12,0.912639405204461,0.6044176706827309
13,0.909541511771995,0.6176105828854899
14,0.9064436183395291,0.6318471337579618
15,0.90272614622057,0.6477572559366754
16,0.895910780669145,0.6583935018050542
17,0.8940520446096655,0.6722222222222223
18,0.8903345724907064,0.6874702239161505
19,0.8878562577447335,0.700829673011225
20,0.8866171003717472,0.7143569292123629
21,0.8835192069392813,0.7241379310344828
22,0.8822800495662949,0.7339876033057852
23,0.8785625774473358,0.7429171038824763
24,0.8760842627013631,0.7529411764705882
25,0.8711276332094176,0.7599130907115698
26,0.8680297397769516,0.7696132596685082
27,0.8643122676579925,0.7784632641615256
28,0.8605947955390335,0.7868945868945869
29,0.8574969021065675,0.7928447778418927
30,0.8531598513011153,0.8004694835680751
31,0.8488228004956629,0.8067776456599287
32,0.8469640644361834,0.8125
33,0.8438661710037175,0.8188449848024316
34,0.8395291201982652,0.8251231527093597
35,0.8382899628252788,0.8336448598130841
36,0.8351920693928129,0.8386893509766856
37,0.8296158612143743,0.8423739629865986
38,0.8258983890954151,0.845460399227302
39,0.8240396530359355,0.8512020792722547
40,0.8197026022304833,0.857707509881423
41,0.815365551425031,0.8650634602538411
42,0.8104089219330854,0.8696826468602296
43,0.80545229244114,0.8803301237964236
44,0.798636926889715,0.8824756606397774
45,0.7949194547707559,0.8884968242766408
46,0.7868649318463445,0.8945480631276901
47,0.7825278810408922,0.9018181818181819
48,0.7757125154894672,0.9036764705882353
49,0.7682775712515489,0.9110612855007474
50,0.765179677819083,0.9147812971342383
51,0.7540272614622057,0.9212355212355212
52,0.7385377942998761,0.9227738376674547
53,0.7335811648079306,0.9266347687400319
54,0.7236679058240396,0.9283970707892596
55,0.70817843866171,0.9288668320926385
56,0.6970260223048327,0.9325463743676222
57,0.6852540272614622,0.9378238341968912
58,0.6771995043370508,0.9419014084507042
59,0.6579925650557621,0.9456029011786038
60,0.6412639405204461,0.9486940298507462
61,0.6301115241635687,0.9489120151371807
62,0.6177199504337051,0.9517839922854388
63,0.604089219330855,0.957042957042957
64,0.590458488228005,0.9660144181256437
65,0.5731102850061958,0.9681190223166843
66,0.5582403965303594,0.9693989071038251
67,0.5458488228004956,0.9707536557930259
68,0.5229244114002478,0.9753521126760564
69,0.5074349442379182,0.9758454106280193
70,0.48698884758364314,0.979874213836478
71,0.4646840148698885,0.9828042328042328
72,0.4436183395291202,0.983402489626556
73,0.4157372986369269,0.9838472834067548
74,0.3872366790582404,0.9842271293375394
75,0.36121437422552666,0.9847715736040609
76,0.33271375464684017,0.9870609981515711
77,0.29987608426270135,0.9870609981515711
78,0.2695167286245353,0.9885057471264368
79,0.22614622057001238,0.988950276243094
80,0.1939281288723668,0.988950276243094
81,0.15861214374225527,0.988950276243094
82,0.11895910780669144,0.9893617021276596
83,0.08550185873605948,0.9925373134328358
84,0.06071871127633209,0.9925373134328358
85,0.03407682775712516,0.9925373134328358
86,0.02168525402726146,1.0
87,0.008674101610904586,1.0
88,0.0037174721189591076,1.0
89,0.0018587360594795538,1.0
