,recall,precision
0,0.8661710037174721,0.790552077404667
1,0.8661710037174721,0.790552077404667
2,0.8661710037174721,0.790552077404667
3,0.8661710037174721,0.790552077404667
4,0.8661710037174721,0.790552077404667
5,0.8661710037174721,0.790552077404667
6,0.8543990086741016,0.8088757396449704
7,0.8376703841387856,0.8261138613861386
8,0.8265179677819083,0.840153452685422
9,0.8128872366790583,0.8506278916060807
10,0.8029739776951673,0.8610169491525423
11,0.788723667905824,0.8652777777777778
12,0.7812887236679058,0.8738483345145287
13,0.7744733581164808,0.8815028901734104
14,0.765179677819083,0.8887251289609432
15,0.7503097893432465,0.8942598187311178
16,0.7465923172242875,0.899770466717674
17,0.7335811648079306,0.9056897895557288
18,0.7280049566294919,0.9111816019032514
19,0.7218091697645601,0.915526950925181
20,0.7125154894671624,0.9211822660098522
21,0.7050805452292441,0.9257714762301918
22,0.6982651796778191,0.9314140558848434
23,0.6908302354399009,0.9346517626827171
24,0.677819083023544,0.9400881057268723
25,0.6703841387856257,0.9419642857142857
26,0.6623296158612144,0.9447963800904977
27,0.6561338289962825,0.9469350411710887
28,0.6468401486988847,0.9486461251167133
29,0.6387856257744734,0.9517045454545454
30,0.630731102850062,0.9556840077071291
31,0.620817843866171,0.9556840077071291
32,0.6171003717472119,0.9566074950690335
33,0.61090458488228,0.9571713147410359
34,0.6022304832713755,0.9604863221884499
35,0.5954151177199505,0.9640287769784173
36,0.587360594795539,0.9665970772442589
37,0.5755885997521685,0.9669509594882729
38,0.5650557620817844,0.970620239390642
39,0.5545229244114003,0.9754738015607581
40,0.5439900867410161,0.9783352337514253
41,0.5309789343246593,0.9812646370023419
42,0.5173482032218092,0.9812646370023419
43,0.49876084262701365,0.982521847690387
44,0.4857496902106567,0.9833119383825417
45,0.4708798017348203,0.9833119383825417
46,0.4591078066914498,0.9833119383825417
47,0.44609665427509293,0.9833119383825417
48,0.4318463444857497,0.9868421052631579
49,0.41263940520446096,0.9868421052631579
50,0.3990086741016109,0.9889415481832543
51,0.3853779429987608,0.9901315789473685
52,0.3748451053283767,0.9901315789473685
53,0.35687732342007433,0.9911347517730497
54,0.33643122676579923,0.9911347517730497
55,0.3184634448574969,0.9911347517730497
56,0.29987608426270135,0.9911347517730497
57,0.2812887236679058,0.9911347517730497
58,0.26394052044609667,0.9911347517730497
59,0.24101610904584883,0.9911347517730497
60,0.22490706319702602,0.9911347517730497
61,0.20693928128872366,0.9911347517730497
62,0.18587360594795538,0.9911347517730497
63,0.161090458488228,0.9911347517730497
64,0.13878562577447337,0.9911347517730497
65,0.11957868649318464,0.9911347517730497
66,0.10346964064436183,0.9911347517730497
67,0.0848822800495663,0.9911347517730497
68,0.06815365551425032,0.9911347517730497
69,0.060099132589838906,1.0
70,0.04894671623296159,1.0
71,0.03841387856257745,1.0
72,0.028500619578686492,1.0
73,0.023543990086741014,1.0
74,0.019206939281288724,1.0
75,0.015489467162329617,1.0
76,0.010532837670384139,1.0
77,0.007434944237918215,1.0
78,0.004956629491945477,1.0
79,0.0037174721189591076,1.0
80,0.0012391573729863693,1.0
81,0.0006195786864931846,1.0
82,0.0006195786864931846,1.0
