,recall,precision
0,0.9200743494423792,0.8037837837837838
1,0.9200743494423792,0.8037837837837838
2,0.9200743494423792,0.8037837837837838
3,0.9200743494423792,0.8037837837837838
4,0.9200743494423792,0.8037837837837838
5,0.9200743494423792,0.8037837837837838
6,0.912639405204461,0.8259653049804141
7,0.9058240396530359,0.8369565217391305
8,0.9002478314745973,0.8481308411214953
9,0.8872366790582404,0.8589435774309724
10,0.8816604708798017,0.8674404398289554
11,0.8754646840148699,0.8742255266418835
12,0.8717472118959108,0.8847607052896725
13,0.8686493184634448,0.8888888888888888
14,0.8661710037174721,0.8934531450577664
15,0.8636926889714994,0.8965071151358344
16,0.8630731102850062,0.900390625
17,0.8605947955390335,0.9047931713722915
18,0.855638166047088,0.9078860172299537
19,0.8543990086741016,0.9100599600266489
20,0.8513011152416357,0.9121983914209115
21,0.8482032218091697,0.914131169709263
22,0.8469640644361834,0.9170068027210885
23,0.8426270136307311,0.9191780821917809
24,0.8382899628252788,0.9224376731301939
25,0.8358116480793061,0.9258741258741259
26,0.8308550185873605,0.9273624823695346
27,0.8258983890954151,0.9316725978647686
28,0.8234200743494424,0.932761087267525
29,0.8141263940520446,0.9348298334540188
30,0.8091697645600991,0.9364963503649635
31,0.8060718711276332,0.9397058823529412
32,0.8042131350681536,0.9408721359940873
33,0.8023543990086741,0.9420935412026726
34,0.8011152416356877,0.9440298507462687
35,0.7973977695167286,0.9473288186606471
36,0.79182156133829,0.9498098859315589
37,0.7874845105328376,0.953184957789716
38,0.7806691449814126,0.9550735863671572
39,0.7726146220570013,0.9576470588235294
40,0.7676579925650557,0.9589581689029203
41,0.7645600991325898,0.9593949044585988
42,0.7589838909541512,0.9599037690457097
43,0.7558859975216853,0.9612903225806452
44,0.7478314745972738,0.9616951915240424
45,0.7447335811648079,0.963084495488105
46,0.7366790582403965,0.963084495488105
47,0.7323420074349443,0.9640768588137009
48,0.7267657992565055,0.9654591406908172
49,0.7193308550185874,0.9675767918088737
50,0.7106567534076828,0.9689119170984456
51,0.7038413878562577,0.9689119170984456
52,0.6982651796778191,0.971830985915493
53,0.6889714993804213,0.9723953695458593
54,0.6790582403965304,0.9737318840579711
55,0.667905824039653,0.9737318840579711
56,0.661090458488228,0.9748837209302326
57,0.6536555142503098,0.9755639097744361
58,0.6406443618339529,0.9770334928229665
59,0.6313506815365552,0.9776699029126213
60,0.6214374225526642,0.9776699029126213
61,0.6090458488228006,0.9776699029126213
62,0.5910780669144982,0.9802289281997919
63,0.5793060718711276,0.9818376068376068
64,0.5644361833952912,0.9834983498349835
65,0.547087980173482,0.9834983498349835
66,0.5315985130111525,0.9836829836829837
67,0.5185873605947955,0.98562874251497
68,0.49256505576208176,0.98562874251497
69,0.47273853779429986,0.98562874251497
70,0.45539033457249073,0.98562874251497
71,0.4343246592317224,0.98562874251497
72,0.40892193308550184,0.9862804878048781
73,0.3828996282527881,0.9901315789473685
74,0.34820322180916974,0.9909747292418772
75,0.3252788104089219,0.9909747292418772
76,0.2905824039653036,0.9909747292418772
77,0.25650557620817843,0.9925373134328358
78,0.21623296158612143,0.9940652818991098
79,0.17286245353159851,1.0
80,0.13073110285006195,1.0
81,0.09231722428748451,1.0
82,0.05328376703841388,1.0
83,0.03345724907063197,1.0
84,0.01734820322180917,1.0
85,0.007434944237918215,1.0
86,0.0055762081784386614,1.0
87,0.0024783147459727386,1.0
88,0.0006195786864931846,1.0
