bbox_x,bbox_y,bbox_w,bbox_h,class_id,label,confidence,timestamp,track_id,n
658,805,60,20,0,object,0.0865340530872345,5.167,227,-1
1526,26,84,100,0,object,0.0800408199429512,5.167,231,-1
1818,55,72,79,0,object,0.1039461866021156,5.633,11,147
1857,124,31,27,0,object,0.0961491912603378,5.633,155,57
1084,599,77,31,0,object,0.3349770605564117,5.633,156,64
1085,583,74,26,0,object,0.1891408264636993,5.633,178,50
1154,836,47,25,0,object,0.0811220183968544,5.633,196,21
1162,662,96,33,0,object,0.1146574169397354,5.633,200,50
496,794,81,69,0,object,0.1528956741094589,5.633,226,8
232,877,111,61,0,object,0.1125693693757057,5.633,232,12
366,721,153,84,0,object,0.0933607667684555,5.633,250,4
1082,623,74,29,0,object,0.0820980742573738,5.633,252,2
1206,793,115,63,0,object,0.0862414538860321,5.167,210,-1
891,468,117,43,0,object,0.1144489198923111,3.767,66,-1
1820,56,69,75,0,object,0.2031014859676361,6.1,11,161
1859,124,29,28,0,object,0.12223681807518,6.1,155,70
667,919,16,20,0,object,0.2243267148733139,6.1,254,8
543,949,49,34,0,object,0.1628841459751129,6.1,256,2
1790,1054,17,19,0,object,0.1105686947703361,6.1,257,2
0,990,14,35,0,object,0.1059180274605751,6.1,260,1
1819,56,72,74,0,object,0.0910206362605094,6.567,11,175
672,917,15,16,0,object,0.1746357381343841,6.567,254,47
0,993,17,37,0,object,0.1404676288366317,6.567,260,24
16,1032,21,20,0,object,0.1658236980438232,6.567,261,12
28,1054,23,23,0,object,0.2382547110319137,6.567,263,9
1154,836,47,25,0,object,0.0811220183968544,5.633,196,-1
674,917,20,18,0,object,0.3011934161186218,7.033,254,87
1788,1062,15,15,0,object,0.3660039901733398,7.033,257,32
16,1033,19,21,0,object,0.0862144529819488,7.033,261,27
28,1053,26,24,0,object,0.2212996631860733,7.033,263,23
1460,1018,49,24,0,object,0.1334379911422729,7.033,265,11
1260,219,15,15,0,object,0.1394284218549728,7.033,268,8
1801,1043,15,15,0,object,0.2964909076690674,7.033,270,4
1804,1019,26,23,0,object,0.1226233169436454,7.033,271,7
1904,652,15,15,0,object,0.1256937384605407,7.033,272,3
1788,1062,15,15,0,object,0.201628640294075,7.5,257,51
32,1056,23,22,0,object,0.1275684982538223,7.5,263,37
1461,1019,48,24,0,object,0.0818874239921569,7.5,265,25
668,923,14,16,0,object,0.1606933772563934,7.5,276,9
673,917,25,19,0,object,0.148700326681137,7.5,277,5
678,917,19,16,0,object,0.1462876498699188,7.5,278,6
670,913,33,24,0,object,0.1027238070964813,7.5,279,7
662,209,15,15,0,object,0.1047107502818107,7.5,282,1
662,209,15,15,0,object,0.1047107502818107,7.5,282,-1
1820,59,68,71,0,object,0.1835140883922577,7.967,11,183
1859,126,28,27,0,object,0.0901646688580513,7.967,155,78
666,925,15,15,0,object,0.411163866519928,7.967,276,23
494,797,78,66,0,object,0.1552284806966781,7.967,286,5
234,878,103,58,0,object,0.0853457674384117,7.967,287,5
1775,126,52,25,0,object,0.0826672837138176,7.967,288,5
1895,731,25,76,0,object,0.0873628929257392,7.967,289,4
1820,57,70,66,0,object,0.1833086162805557,8.433,11,197
1854,125,34,28,0,object,0.1043909862637519,8.433,155,92
1788,1060,19,16,0,object,0.1442516446113586,8.433,257,64
662,925,15,15,0,object,0.3199661672115326,8.433,276,34
496,798,76,65,0,object,0.3186373114585876,8.433,286,19
1821,1011,21,29,0,object,0.2483288794755935,8.433,290,11
1396,764,15,15,0,object,0.1370853036642074,8.433,291,3
1866,868,15,15,0,object,0.1189433708786964,8.433,292,4
1907,631,12,36,0,object,0.0906784608960151,8.433,293,4
1788,1055,18,21,0,object,0.2873607277870178,8.9,257,98
659,928,15,16,0,object,0.3226596713066101,8.9,276,50
1815,1015,26,29,0,object,0.1196334585547447,8.9,290,46
1390,765,17,15,0,object,0.3687412738800049,8.9,291,25
1909,640,11,23,0,object,0.1267074346542358,8.9,293,18
1892,711,22,46,0,object,0.1016185209155082,8.9,294,25
1871,845,17,19,0,object,0.1126279234886169,8.9,295,14
714,918,18,15,0,object,0.0997303873300552,8.9,297,7
1687,215,15,15,0,object,0.1551924049854278,8.9,299,3
1328,269,20,15,0,object,0.0841103643178939,8.9,300,3
657,928,15,17,0,object,0.3373871743679046,9.367,276,74
1907,643,12,24,0,object,0.1267108619213104,9.367,293,32
1895,710,19,47,0,object,0.1244050562381744,9.367,294,47
712,916,26,16,0,object,0.3516845405101776,9.367,297,45
1900,792,15,16,0,object,0.0817592144012451,9.367,301,7
1824,1017,17,21,0,object,0.171020433306694,9.367,303,14
1816,1006,31,37,0,object,0.0882366746664047,9.367,304,12
1863,893,15,15,0,object,0.080499343574047,9.367,308,3
654,930,15,15,0,object,0.3323240578174591,9.833,276,90
1390,764,15,15,0,object,0.4092780947685241,9.833,291,65
1894,709,16,33,0,object,0.1231986805796623,9.833,294,85
713,918,32,15,0,object,0.3195139765739441,9.833,297,78
1809,1020,21,18,0,object,0.1844296008348465,9.833,306,15
1863,895,28,15,0,object,0.1566025465726852,9.833,308,20
1569,974,21,23,0,object,0.1350903362035751,9.833,311,15
1900,792,15,16,0,object,0.0817592144012451,9.367,301,-1
1825,56,65,60,0,object,0.3827759325504303,10.3,11,220
1858,126,30,27,0,object,0.1331462413072586,10.3,155,110
650,931,14,15,0,object,0.2263204157352447,10.3,276,103
496,799,75,63,0,object,0.2173960208892822,10.3,286,40
262,914,69,25,0,object,0.1332504600286483,10.3,312,30
347,722,182,93,0,object,0.2106327563524246,10.3,313,8
35,880,85,100,0,object,0.129364863038063,10.3,314,9
260,694,108,44,0,object,0.1561280041933059,10.3,315,12
411,684,95,51,0,object,0.1328748762607574,10.3,316,7
672,300,53,28,0,object,0.0959475338459014,10.3,317,7
977,889,29,46,0,object,0.0808469429612159,10.3,320,3
127,631,123,60,0,object,0.087532140314579,10.3,321,2
118,610,144,91,0,object,0.0844631791114807,10.3,322,2
1816,52,76,82,0,object,0.0955008044838905,10.767,11,234
1859,126,28,24,0,object,0.128247395157814,10.767,155,124
1787,1061,17,17,0,object,0.0991489961743354,10.767,257,155
648,933,15,15,0,object,0.2742116451263428,10.767,276,113
495,795,79,72,0,object,0.2415119409561157,10.767,286,55
1805,1021,16,15,0,object,0.1074999049305915,10.767,306,30
240,866,104,76,0,object,0.1159377470612526,10.767,312,62
1778,127,50,25,0,object,0.1580694317817688,10.767,325,7
342,432,88,32,0,object,0.1154772043228149,10.767,326,7
1460,1018,49,22,0,object,0.1731476038694381,10.767,327,7
1798,1043,15,16,0,object,0.1066630631685257,10.767,328,7
1762,338,38,26,0,object,0.0890254974365234,10.767,329,7
481,863,47,26,0,object,0.106143794953823,10.767,330,7
736,918,15,15,0,object,0.0959574207663536,10.767,331,6
1789,1059,16,15,0,object,0.2214350253343582,11.233,257,182
644,934,15,15,0,object,0.1562618166208267,11.233,276,133
1907,646,12,15,0,object,0.0825110301375389,11.233,293,50
1460,1019,49,24,0,object,0.0827590376138687,11.233,327,17
1798,1046,15,15,0,object,0.1152187511324882,11.233,328,17
1286,548,15,15,0,object,0.2136905342340469,11.233,333,9
25,1053,25,22,0,object,0.1254992485046386,11.233,336,2
1790,1059,17,16,0,object,0.0859641656279563,11.7,257,207
646,934,15,16,0,object,0.1321180313825607,11.7,276,178
1807,1025,17,15,0,object,0.1955517828464508,11.7,306,43
1459,1019,50,24,0,object,0.1005564779043197,11.7,327,31
1799,1045,15,15,0,object,0.1464784890413284,11.7,328,28
541,944,61,39,0,object,0.1597639322280883,11.7,334,12
1570,993,15,15,0,object,0.2558183073997497,11.7,335,12
0,990,10,22,0,object,0.2949546575546264,11.7,338,13
1811,1013,33,26,0,object,0.0824591368436813,11.7,341,15
1818,1009,27,31,0,object,0.1174261197447776,11.7,343,16
452,514,15,15,0,object,0.1196315437555313,11.7,344,7
1787,1063,16,15,0,object,0.1007484272122383,12.167,257,225
1808,1025,16,15,0,object,0.1090334877371788,12.167,306,58
1572,995,23,15,0,object,0.1554541587829589,12.167,335,25
0,991,10,21,0,object,0.1354654431343078,12.167,338,27
1825,1012,17,23,0,object,0.2157191187143325,12.167,353,2
1818,1015,26,23,0,object,0.1034007221460342,12.167,354,3
1817,1012,18,23,0,object,0.1015106588602066,12.167,355,2
1823,1009,22,27,0,object,0.0913299396634101,12.167,356,3
1789,1059,16,15,0,object,0.1654604524374008,12.633,257,238
1577,994,18,15,0,object,0.1581023633480072,12.633,335,37
641,911,21,19,0,object,0.2512178122997284,12.633,342,37
1825,1012,18,23,0,object,0.1753519624471664,12.633,353,28
1823,1008,22,27,0,object,0.0818605422973632,12.633,356,20
1907,647,13,28,0,object,0.1128165870904922,12.633,357,7
1870,852,15,20,0,object,0.1104944422841072,12.633,358,8
1870,857,27,53,0,object,0.0829846709966659,12.633,359,5
1868,866,15,16,0,object,0.1168937012553215,12.633,360,2
1460,1018,50,24,0,object,0.1212752312421798,13.1,327,48
0,990,12,27,0,object,0.2127445340156555,13.1,338,41
644,908,16,16,0,object,0.2268896102905273,13.1,342,75
1881,856,15,23,0,object,0.3145142197608948,13.1,359,21
1869,862,15,18,0,object,0.0871704369783401,13.1,360,19
1812,1013,31,27,0,object,0.1792123168706894,13.1,364,6
1834,989,20,25,0,object,0.0809643119573593,13.1,366,3
1819,1011,23,24,0,object,0.148700326681137,13.1,368,6
1819,1011,23,24,0,object,0.148700326681137,13.1,368,-1
1460,1018,50,24,0,object,0.1421476155519485,13.567,327,62
0,989,12,31,0,object,0.1851420104503631,13.567,338,55
643,910,20,17,0,object,0.1584922671318054,13.567,342,121
1835,992,15,19,0,object,0.1453134715557098,13.567,366,39
478,399,15,16,0,object,0.1928949207067489,13.567,374,4
1822,1010,20,22,0,object,0.0999204590916633,13.567,376,13
1868,866,15,16,0,object,0.1223120987415313,13.567,377,8
1881,855,15,24,0,object,0.218821182847023,13.567,378,5
1870,849,15,18,0,object,0.1071479097008705,13.567,379,6
1869,853,16,23,0,object,0.1578007489442825,13.567,380,5
1807,1022,28,21,0,object,0.1314757764339447,13.567,381,4
1460,1018,50,24,0,object,0.1262261122465133,14.033,327,76
1799,1049,15,15,0,object,0.0843388885259628,14.033,328,41
644,913,23,19,0,object,0.1640978306531906,14.033,342,155
1823,1012,19,18,0,object,0.0806543231010437,14.033,366,81
486,398,15,15,0,object,0.2127275317907333,14.033,374,18
1882,853,15,22,0,object,0.096732497215271,14.033,380,24
1550,949,18,26,0,object,0.2863526940345764,14.033,383,9
1885,711,23,39,0,object,0.0940139964222908,14.033,384,11
814,923,32,24,0,object,0.187513992190361,14.033,387,11
1843,973,15,15,0,object,0.333105206489563,14.033,388,7
1724,989,26,24,0,object,0.0876481086015701,14.033,391,12
1815,1015,24,24,0,object,0.1921853274106979,14.033,394,8
1579,975,15,20,0,object,0.1835328787565231,14.033,395,2
1577,975,16,25,0,object,0.1017113700509071,14.033,396,2
1818,1018,21,19,0,object,0.0832727923989296,14.033,397,1
1870,849,15,18,0,object,0.1071479097008705,13.567,379,-1
1577,975,16,25,0,object,0.1017113700509071,14.033,396,-1
1815,1015,24,24,0,object,0.1921853274106979,14.033,394,-1
1459,1018,50,24,0,object,0.1229313015937805,14.5,327,90
1796,1048,15,16,0,object,0.3094805479049682,14.5,328,51
647,910,17,16,0,object,0.2100680321455001,14.5,342,201
498,397,15,17,0,object,0.3618095815181732,14.5,374,40
1882,854,15,19,0,object,0.1638148576021194,14.5,378,47
1869,854,15,16,0,object,0.0817775055766105,14.5,380,47
1883,709,27,39,0,object,0.1677076965570449,14.5,384,33
1553,953,18,21,0,object,0.0855161994695663,14.5,385,24
820,927,36,21,0,object,0.5477584600448608,14.5,387,43
1843,973,15,15,0,object,0.0808391273021698,14.5,388,19
1727,991,19,21,0,object,0.3331271708011627,14.5,391,51
1807,999,44,46,0,object,0.1189605668187141,14.5,398,14
1335,492,15,15,0,object,0.3312903046607971,14.5,405,7
1669,1060,22,18,0,object,0.1244561895728111,14.5,406,6
1669,1056,30,24,0,object,0.1208784133195877,14.5,407,14
1684,1043,20,17,0,object,0.1866867244243621,14.5,408,8
1882,833,17,17,0,object,0.141634315252304,14.5,409,3
1812,1011,33,32,0,object,0.2006529569625854,14.5,410,1
1815,1015,28,27,0,object,0.2000287622213363,14.5,411,1
1806,1023,22,20,0,object,0.133473664522171,14.5,412,1
1807,1019,29,24,0,object,0.1069319322705268,14.5,413,1
1819,1014,22,21,0,object,0.0874908715486526,14.5,414,1
1882,833,17,17,0,object,0.141634315252304,14.5,409,-1
1823,1012,19,18,0,object,0.0806543231010437,14.033,366,-1
